id,key,value,type 
2463897103,street,Musgrave Court,addr
2463897103,country,AU,addr
2463897103,postcode,6155,addr
2463897103,housenumber,9,addr
2463897110,city,Bull Creek,addr
2463897110,street,Fyfe Circle,addr
2463897110,country,AU,addr
2463897110,postcode,6149,addr
2463897110,housenumber,9,addr
2463897117,city,Willetton,addr
2463897117,street,Torres Place,addr
2463897117,country,AU,addr
2463897117,postcode,6155,addr
2463897117,housenumber,9,addr
2463897123,city,Willetton,addr
2463897123,street,Gower Court,addr
2463897123,country,AU,addr
2463897123,postcode,6155,addr
2463897123,housenumber,9,addr
2463897130,city,Willetton,addr
2463897130,street,Elliott Place,addr
2463897130,country,AU,addr
2463897130,postcode,6155,addr
2463897130,housenumber,9,addr
2463897295,amenity,post_box,regular
2463897451,highway,turning_circle,regular
2463897461,fixme,continue,regular
2463897461,noexit,no,regular
2465415515,highway,traffic_signals,regular
2465415517,highway,traffic_signals,regular
2465415518,highway,traffic_signals,regular
2465415520,highway,crossing,regular
2465415520,crossing,traffic_signals,regular
2465415521,highway,crossing,regular
2465415521,crossing,traffic_signals,regular
2465415525,highway,traffic_signals,regular
2465415529,highway,crossing,regular
2465415529,crossing,uncontrolled,regular
2465415531,highway,crossing,regular
2465415531,crossing,uncontrolled,regular
2465415535,highway,crossing,regular
2465415535,crossing,uncontrolled,regular
2465415536,highway,crossing,regular
2465415536,crossing,uncontrolled,regular
2465415547,highway,crossing,regular
2465415547,crossing,uncontrolled,regular
2465415558,fixme,continue,regular
2465415558,noexit,no,regular
2465415560,highway,crossing,regular
2465415560,crossing,uncontrolled,regular
2465415575,highway,crossing,regular
2465415575,crossing,uncontrolled,regular
2465415589,highway,crossing,regular
2465415589,crossing,uncontrolled,regular
2465415590,highway,crossing,regular
2465415590,crossing,uncontrolled,regular
2465415592,highway,crossing,regular
2465415592,crossing,uncontrolled,regular
2465415596,fixme,continue,regular
2465415596,noexit,no,regular
2465415629,fixme,continue,regular
2465415629,noexit,no,regular
2465415646,highway,crossing,regular
2465415646,crossing,uncontrolled,regular
2465415650,highway,crossing,regular
2465415650,crossing,uncontrolled,regular
2465415683,highway,crossing,regular
2465415683,crossing,uncontrolled,regular
2465415687,highway,crossing,regular
2465415687,crossing,uncontrolled,regular
2465415692,highway,crossing,regular
2465415692,crossing,uncontrolled,regular
2465415712,highway,crossing,regular
2465415712,crossing,uncontrolled,regular
2465415716,highway,crossing,regular
2465415716,crossing,uncontrolled,regular
2465415719,highway,crossing,regular
2465415719,crossing,uncontrolled,regular
2465415724,highway,crossing,regular
2465415724,crossing,uncontrolled,regular
2465415744,highway,crossing,regular
2465415744,crossing,uncontrolled,regular
2465415810,highway,crossing,regular
2465415810,crossing,uncontrolled,regular
2465415812,highway,crossing,regular
2465415812,crossing,uncontrolled,regular
2465415815,highway,crossing,regular
2465415815,crossing,uncontrolled,regular
2466505567,name,Prendwick Park Botanic Garden,regular
2466505567,leisure,garden,regular
2466505567,type,botanical,garden
2466505574,highway,crossing,regular
2466505574,crossing,uncontrolled,regular
2466505588,highway,crossing,regular
2466505588,crossing,uncontrolled,regular
2466505605,highway,crossing,regular
2466505605,crossing,uncontrolled,regular
2466505637,highway,crossing,regular
2466505637,crossing,uncontrolled,regular
2466505642,barrier,gate,regular
2466505654,amenity,bench,regular
2466505657,highway,crossing,regular
2466505657,crossing,uncontrolled,regular
2466505658,amenity,bicycle_parking,regular
2466505659,amenity,drinking_water,regular
2466505665,leisure,playground,regular
2466505674,amenity,bench,regular
2466505694,highway,crossing,regular
2466505694,crossing,uncontrolled,regular
2466505751,highway,crossing,regular
2466505751,crossing,uncontrolled,regular
2466505758,highway,crossing,regular
2466505758,crossing,uncontrolled,regular
2466505760,leisure,playground,regular
2466505762,amenity,drinking_water,regular
2466505765,highway,crossing,regular
2466505770,highway,crossing,regular
2466505770,crossing,uncontrolled,regular
2466505793,highway,crossing,regular
2466505793,crossing,uncontrolled,regular
2466505808,highway,crossing,regular
2466505808,crossing,uncontrolled,regular
2466505816,highway,crossing,regular
2466505816,crossing,uncontrolled,regular
2466505832,highway,crossing,regular
2466505832,crossing,uncontrolled,regular
2466505852,highway,crossing,regular
2466505852,crossing,uncontrolled,regular
2466505856,fixme,continue,regular
2466505856,noexit,no,regular
2466505859,foot,yes,regular
2466505859,barrier,cycle_barrier,regular
2466505859,bicycle,yes,regular
2466505865,foot,yes,regular
2466505865,barrier,cycle_barrier,regular
2466505865,bicycle,yes,regular
2466505888,highway,crossing,regular
2466505888,crossing,uncontrolled,regular
2466505893,highway,crossing,regular
2466505893,crossing,uncontrolled,regular
2466505900,highway,crossing,regular
2466505900,crossing,uncontrolled,regular
2466505909,highway,crossing,regular
2466505909,crossing,uncontrolled,regular
2467868165,highway,crossing,regular
2467868165,crossing,uncontrolled,regular
2467962916,name,Bottlemart,regular
2467962916,shop,alcohol,regular
2467962916,website,http://www.bottlemart.com.au/,contact
2467962917,name,Gopi Curry Leaf,regular
2467962917,phone,+61 8 9259 4000,regular
2467962917,amenity,fast_food,regular
2467962917,cuisine,indian,regular
2467962917,takeaway,yes,regular
2467962917,opening_hours,"Tu-Su 7:30-14:00, 17:00-20:30; PH 7:30-13:30; Jan 1 off; easter -2 days off; Dec 25 off; Dec 26 off",regular
2467962918,city,Willetton,addr
2467962918,street,Rostrata Avenue,addr
2467962918,country,AU,addr
2467962918,postcode,6155,addr
2467962918,housenumber,10,addr
2467962919,city,Willetton,addr
2467962919,street,Portcullis Drive,addr
2467962919,country,AU,addr
2467962919,postcode,6155,addr
2467962919,housenumber,100,addr
2467962920,city,Willetton,addr
2467962920,street,Portcullis Drive,addr
2467962920,country,AU,addr
2467962920,postcode,6155,addr
2467962920,housenumber,102,addr
2467962921,city,Willetton,addr
2467962921,street,Portcullis Drive,addr
2467962921,country,AU,addr
2467962921,postcode,6155,addr
2467962921,housenumber,104,addr
2467962922,city,Willetton,addr
2467962922,street,Portcullis Drive,addr
2467962922,country,AU,addr
2467962922,postcode,6155,addr
2467962922,housenumber,106,addr
2467962923,city,Willetton,addr
2467962923,street,Portcullis Drive,addr
2467962923,country,AU,addr
2467962923,postcode,6155,addr
2467962923,housenumber,108,addr
2467962924,city,Willetton,addr
2467962924,street,Portcullis Drive,addr
2467962924,country,AU,addr
2467962924,postcode,6155,addr
2467962924,housenumber,112,addr
2467962925,city,Willetton,addr
2467962925,street,Portcullis Drive,addr
2467962925,country,AU,addr
2467962925,postcode,6155,addr
2467962925,housenumber,118,addr
2467962926,city,Willetton,addr
2467962926,street,Rostrata Avenue,addr
2467962926,country,AU,addr
2467962926,postcode,6155,addr
2467962926,housenumber,12,addr
2467962927,city,Willetton,addr
2467962927,street,Rostrata Avenue,addr
2467962927,country,AU,addr
2467962927,postcode,6155,addr
2467962927,housenumber,16,addr
2467962928,city,Willetton,addr
2467962928,street,Rostrata Avenue,addr
2467962928,country,AU,addr
2467962928,postcode,6155,addr
2467962928,housenumber,2,addr
2467962929,city,Willetton,addr
2467962929,street,Rostrata Avenue,addr
2467962929,country,AU,addr
2467962929,postcode,6155,addr
2467962929,housenumber,20,addr
2467962930,city,Willetton,addr
2467962930,street,Rostrata Avenue,addr
2467962930,country,AU,addr
2467962930,postcode,6155,addr
2467962930,housenumber,22,addr
2467962931,city,Willetton,addr
2467962931,street,Rostrata Avenue,addr
2467962931,country,AU,addr
2467962931,postcode,6155,addr
2467962931,housenumber,26,addr
2467962932,city,Willetton,addr
2467962932,street,Rostrata Avenue,addr
2467962932,country,AU,addr
2467962932,postcode,6155,addr
2467962932,housenumber,4,addr
2467962933,city,Willetton,addr
2467962933,street,Rostrata Avenue,addr
2467962933,country,AU,addr
2467962933,postcode,6155,addr
2467962933,housenumber,8,addr
2467962934,city,Willetton,addr
2467962934,street,Portcullis Drive,addr
2467962934,country,AU,addr
2467962934,postcode,6155,addr
2467962934,housenumber,88,addr
2467962935,city,Willetton,addr
2467962935,street,Portcullis Drive,addr
2467962935,country,AU,addr
2467962935,postcode,6155,addr
2467962935,housenumber,90,addr
2467962936,name,KTL Hair,regular
2467962936,shop,hairdresser,regular
2467962936,phone,+61 8 9259 1444,regular
2467962936,website,http://www.ktl.net.au/,contact
2467962937,name,Rostrata IGA X-press,regular
2467962937,shop,supermarket,regular
2467962937,website,http://stores.iga.com.au/store/rostrata-iga-x-press.html,contact
2467962938,name,Six Willows Cafe,regular
2467962938,amenity,cafe,regular
2467962939,name,Lezat,regular
2467962939,phone,+61 8 9457 0092,regular
2467962939,amenity,restaurant,regular
2467962939,cuisine,Malaysian_and_Indonesian_fusion,regular
2467962939,city,Willetton,addr
2467962939,street,Rostrata Avenue,addr
2467962939,postcode,6155,addr
2467962939,housenumber,5/48,addr
2467962940,amenity,shelter,regular
2467962941,amenity,shelter,regular
2467962942,amenity,bench,regular
2467962977,highway,crossing,regular
2467962977,crossing,uncontrolled,regular
2468451606,name,Bank of Queensland,regular
2468451606,amenity,bank,regular
2468451606,alt_name,BOQ,regular
2468451607,name,Bankwest,regular
2468451607,amenity,bank,regular
2468451608,name,Caffissimo,regular
2468451608,amenity,cafe,regular
2468451611,name,Flight Centre,regular
2468451611,shop,travel_agency,regular
2468451612,name,Foo Win Chinese Restaurant,regular
2468451612,amenity,restaurant,regular
2468451612,cuisine,chinese,regular
2468451614,name,Liquorland,regular
2468451614,shop,alcohol,regular
2468451614,opening_hours,Mo-Sa 08:00-21:00; Su 10:00-18:00,regular
2468451616,name,Pizza Hut,regular
2468451616,amenity,fast_food,regular
2468451616,cuisine,pizza,regular
2468451617,name,Silver Sushi,regular
2468451617,amenity,restaurant,regular
2468451617,cuisine,japanese,regular
2468451618,name,Southlands Dental,regular
2468451618,amenity,dentist,regular
2468451620,name,Southlands Pharmacy,regular
2468451620,amenity,pharmacy,regular
2468451620,alt_name,Terry Edwards,regular
2468451621,name,Subway,regular
2468451621,amenity,fast_food,regular
2468451621,cuisine,sandwich,regular
2468451622,name,The Lucky Charm,regular
2468451622,shop,newsagent,regular
2468451624,name,Video Ezy,regular
2468451624,shop,video,regular
2468451625,amenity,toilets,regular
2468462898,name,Eagle Boys Puzza,regular
2468462898,amenity,fast_food,regular
2468462898,cuisine,pizza,regular
2468462902,name,Han's Cafe,regular
2468462902,amenity,restaurant,regular
2468462902,cuisine,asian,regular
2468462908,name,Southlands Fish & Chips,regular
2468462908,amenity,fast_food,regular
2468462908,cuisine,fish_and_chips,regular
2468462912,name,Utopia,regular
2468462912,shop,bakery,regular
2468462912,cuisine,cake,regular
2468831550,name,Advanced Smiles Dental Care,regular
2468831550,amenity,dentist,regular
2468831550,housename,Unit 5,addr
2468831550,website,http://www.advancedsmilesdental.com.au/,contact
2468831551,name,Gannon Media Services,regular
2468831551,office,company,regular
2468831551,housename,Unit 4,addr
2468831552,name,MKT Supply,regular
2468831552,office,company,regular
2468831552,housename,Unit 1,addr
2468831553,name,Mortgage Choice,regular
2468831553,office,company,regular
2468831553,housename,Unit 2,addr
2468831553,website,http://www.mortgagechoice.com.au,contact
2468831555,name,Pretty Kitty Brazilian Waxing Boutique,regular
2468831555,shop,beauty,regular
2468831555,website,http://www.prettykitty.com.au/,contact
2468831556,name,WA NILS,regular
2468831556,office,association,regular
2468831556,website,http://www.wanils.asn.au/,contact
2471077266,name,Rossmoyne Dental Care,regular
2471077266,amenity,dentist,regular
2471728750,highway,traffic_signals,regular
2471728751,railway,level_crossing,regular
2471728752,railway,level_crossing,regular
2471738278,highway,traffic_signals,regular
2471738279,highway,traffic_signals,regular
2471752739,barrier,lift_gate,regular
2471752740,barrier,lift_gate,regular
2472222214,crossing,uncontrolled,regular
2472222214,highway,crossing,regular
2472222216,crossing,uncontrolled,regular
2472222216,highway,crossing,regular
2472222226,crossing,uncontrolled,regular
2472222226,highway,crossing,regular
2472222231,crossing,uncontrolled,regular
2472222231,highway,crossing,regular
2472222242,highway,crossing,regular
2472222242,crossing,uncontrolled,regular
2472222271,amenity,post_box,regular
2472222273,highway,crossing,regular
2472222273,crossing,uncontrolled,regular
2472222278,highway,crossing,regular
2472222278,crossing,uncontrolled,regular
2472222287,highway,crossing,regular
2472222287,crossing,uncontrolled,regular
2472222301,fixme,continue,regular
2472222301,noexit,no,regular
2472222307,highway,crossing,regular
2472222307,crossing,uncontrolled,regular
2472222348,crossing,uncontrolled,regular
2472222348,highway,crossing,regular
2472222382,highway,crossing,regular
2472222382,crossing,uncontrolled,regular
2472222396,highway,traffic_signals,regular
2472222401,highway,traffic_signals,regular
2472222407,highway,crossing,regular
2472222407,crossing,uncontrolled,regular
2472222443,highway,turning_circle,regular
2472222459,highway,crossing,regular
2472222459,crossing,uncontrolled,regular
2472222461,highway,crossing,regular
2472222461,crossing,uncontrolled,regular
2472222478,highway,crossing,regular
2472222478,crossing,uncontrolled,regular
2472222505,highway,crossing,regular
2472222505,crossing,uncontrolled,regular
2472222519,highway,crossing,regular
2472222519,crossing,uncontrolled,regular
2472222537,highway,crossing,regular
2472222537,crossing,uncontrolled,regular
2472222644,fixme,continue,regular
2472222644,noexit,no,regular
2472222649,highway,crossing,regular
2472222649,crossing,uncontrolled,regular
2472222693,noexit,yes,regular
2472222773,crossing,uncontrolled,regular
2472222773,highway,crossing,regular
2472222822,amenity,bicycle_parking,regular
2472222824,amenity,drinking_water,regular
2472222856,highway,crossing,regular
2472222856,crossing,traffic_signals,regular
2472222862,highway,crossing,regular
2472222862,crossing,traffic_signals,regular
2472222867,highway,traffic_signals,regular
2472222871,highway,crossing,regular
2472222871,crossing,traffic_signals,regular
2472222880,highway,crossing,regular
2472222880,crossing,uncontrolled,regular
2472222883,highway,crossing,regular
2472222883,crossing,uncontrolled,regular
2472222898,highway,crossing,regular
2472222898,crossing,uncontrolled,regular
2472222907,noexit,yes,regular
2472222909,amenity,bench,regular
2472222919,amenity,bbq,regular
2472222921,amenity,drinking_water,regular
2472222950,highway,crossing,regular
2472222950,crossing,uncontrolled,regular
2472222952,fixme,continue,regular
2472222952,noexit,no,regular
2472222969,highway,crossing,regular
2472222969,crossing,uncontrolled,regular
2472222976,highway,crossing,regular
2472222976,crossing,uncontrolled,regular
2472222991,noexit,yes,regular
2472222997,highway,crossing,regular
2472222997,crossing,uncontrolled,regular
2472223004,highway,crossing,regular
2472223004,crossing,traffic_signals,regular
2472223019,leisure,playground,regular
2472223024,amenity,drinking_water,regular
2473462383,amenity,drinking_water,regular
2473462479,highway,crossing,regular
2473462479,crossing,uncontrolled,regular
2473462491,highway,traffic_signals,regular
2473462495,highway,traffic_signals,regular
2473462496,highway,crossing,regular
2473462496,crossing,uncontrolled,regular
2473462499,highway,traffic_signals,regular
2473462506,highway,traffic_signals,regular
2473462515,highway,traffic_signals,regular
2473462522,highway,traffic_signals,regular
2473462525,highway,crossing,regular
2473462525,crossing,uncontrolled,regular
2473462526,highway,crossing,regular
2473462526,crossing,uncontrolled,regular
2473462527,highway,crossing,regular
2473462527,crossing,uncontrolled,regular
2473462528,highway,crossing,regular
2473462528,crossing,uncontrolled,regular
2473462529,highway,crossing,regular
2473462529,crossing,traffic_signals,regular
2473462530,highway,crossing,regular
2473462530,crossing,traffic_signals,regular
2473462533,highway,traffic_signals,regular
2473462536,highway,traffic_signals,regular
2475108473,name,Ada Park Fountain,regular
2475108473,amenity,fountain,regular
2475108474,name,Kingfisher Fish & Chips,regular
2475108474,amenity,fast_food,regular
2475108475,name,Kurious,regular
2475108475,shop,hairdresser,regular
2475108477,name,Riverton Bridge Pharmacy,regular
2475108477,amenity,pharmacy,regular
2475108478,name,Riverton Newsagency,regular
2475108478,shop,newsagent,regular
2475108479,name,Riverton Village Cellars,regular
2475108479,shop,alcohol,regular
2475108480,name,Via,regular
2475108480,amenity,fast_food,regular
2475108480,cuisine,pizza,regular
2475108481,name,g,regular
2475108481,shop,greengrocer,regular
2475108481,alt_name,The Gourmet Grocer,regular
2475108576,highway,crossing,regular
2475108576,crossing,uncontrolled,regular
2475108582,highway,crossing,regular
2475108582,crossing,uncontrolled,regular
2475108628,highway,crossing,regular
2475108628,crossing,uncontrolled,regular
2475108641,highway,crossing,regular
2475108641,crossing,uncontrolled,regular
2475108644,highway,crossing,regular
2475108644,crossing,uncontrolled,regular
2475108661,amenity,drinking_water,regular
2475108667,leisure,playground,regular
2475108669,sport,basketball,regular
2475108669,leisure,pitch,regular
2475108673,amenity,drinking_water,regular
2475108683,highway,crossing,regular
2475108683,crossing,uncontrolled,regular
2475108684,highway,crossing,regular
2475108684,crossing,uncontrolled,regular
2475108687,fixme,continue,regular
2475108687,noexit,no,regular
2475108699,amenity,drinking_water,regular
2475108701,fixme,continue,regular
2475108721,highway,crossing,regular
2475108721,crossing,uncontrolled,regular
2475108723,highway,crossing,regular
2475108723,crossing,uncontrolled,regular
2475108725,highway,crossing,regular
2475108725,crossing,uncontrolled,regular
2475108738,fixme,continue,regular
2475108738,noexit,no,regular
2475108770,highway,turning_circle,regular
2475108777,amenity,drinking_water,regular
2475108779,highway,crossing,regular
2475108779,crossing,uncontrolled,regular
2475108792,highway,crossing,regular
2475108792,crossing,uncontrolled,regular
2475108802,highway,crossing,regular
2475108802,crossing,uncontrolled,regular
2475108834,highway,crossing,regular
2475108834,crossing,uncontrolled,regular
2475108846,highway,crossing,regular
2475108846,crossing,uncontrolled,regular
2475108852,highway,crossing,regular
2475108852,crossing,uncontrolled,regular
2475108853,highway,crossing,regular
2475108853,crossing,traffic_signals,regular
2475108854,highway,crossing,regular
2475108854,crossing,traffic_signals,regular
2475108865,highway,crossing,regular
2475108865,crossing,uncontrolled,regular
2475108866,highway,crossing,regular
2475108866,crossing,uncontrolled,regular
2475108880,highway,crossing,regular
2475108880,crossing,uncontrolled,regular
2475108886,highway,crossing,regular
2475108886,crossing,uncontrolled,regular
2475108887,highway,crossing,regular
2475108887,crossing,uncontrolled,regular
2475108903,amenity,bench,regular
2475108916,highway,crossing,regular
2475108916,crossing,uncontrolled,regular
2475108938,highway,crossing,regular
2475108938,crossing,uncontrolled,regular
2476912286,highway,crossing,regular
2476912286,crossing,uncontrolled,regular
2476912331,highway,crossing,regular
2476912331,crossing,uncontrolled,regular
2476912350,highway,crossing,regular
2476912350,crossing,uncontrolled,regular
2476912354,brand,Caltex,regular
2476912354,amenity,fuel,regular
2477410725,foot,yes,regular
2477410725,barrier,cycle_barrier,regular
2477410725,bicycle,yes,regular
2477410728,highway,crossing,regular
2477410728,crossing,uncontrolled,regular
2477410732,highway,crossing,regular
2477410732,crossing,uncontrolled,regular
2477410733,highway,crossing,regular
2477410733,crossing,uncontrolled,regular
2479033065,fixme,continue,regular
2479033065,noexit,no,regular
2479033066,highway,crossing,regular
2479033066,crossing,uncontrolled,regular
2479033067,highway,crossing,regular
2479033067,crossing,uncontrolled,regular
2479438729,city,Leeming,addr
2479438729,street,Casserly Drive,addr
2479438729,country,AU,addr
2479438729,postcode,6149,addr
2479438729,housenumber,31,addr
2479441411,name,Toys R Us,regular
2479441411,shop,toys,regular
2480853867,city,Perth,addr
2480853867,street,William Street,addr
2480853867,country,AU,addr
2480853867,postcode,6000,addr
2480853867,housename,The Quadrant,addr
2480853867,housenumber,1,addr
2480853868,city,Perth,addr
2480853868,street,The Esplanade,addr
2480853868,country,AU,addr
2480853868,postcode,6000,addr
2480853868,housename,Wesfarmers House,addr
2480853868,housenumber,40,addr
2480853869,name,MetroGP,regular
2480853869,amenity,doctors,regular
2480853870,name,Murdoch Dental Centre,regular
2480853870,amenity,dentist,regular
2480853881,highway,traffic_signals,regular
2480853882,bicycle,designated,regular
2480853882,highway,crossing,regular
2480853882,crossing,traffic_signals,regular
2480853883,highway,traffic_signals,regular
2480853885,bicycle,designated,regular
2480853885,highway,crossing,regular
2480853885,crossing,traffic_signals,regular
2480853887,highway,traffic_signals,regular
2480853891,bicycle,designated,regular
2480853891,highway,crossing,regular
2480853891,crossing,traffic_signals,regular
2480853892,highway,traffic_signals,regular
2480853902,highway,traffic_signals,regular
2480853903,highway,crossing,regular
2480853903,crossing,traffic_signals,regular
2480853908,highway,crossing,regular
2480853908,crossing,traffic_signals,regular
2480853912,highway,traffic_signals,regular
2480853916,highway,crossing,regular
2480853916,crossing,traffic_signals,regular
2480853917,highway,crossing,regular
2480853917,crossing,traffic_signals,regular
2480853918,highway,crossing,regular
2480853918,crossing,traffic_signals,regular
2480853920,highway,traffic_signals,regular
2480853921,highway,traffic_signals,regular
2480853925,highway,crossing,regular
2480853925,crossing,uncontrolled,regular
2481007666,highway,turning_circle,regular
2481095205,amenity,drinking_water,regular
2481095206,amenity,bench,regular
2481095208,tourism,information,regular
2481095212,amenity,drinking_water,regular
2481095213,amenity,bench,regular
2481095214,leisure,playground,regular
2481095217,leisure,playground,regular
2481095220,amenity,drinking_water,regular
2481095222,leisure,playground,regular
2481095223,amenity,bench,regular
2481095226,highway,crossing,regular
2481095226,crossing,uncontrolled,regular
2481095233,fixme,continue,regular
2481095233,noexit,no,regular
2481095236,amenity,bench,regular
2481095237,leisure,playground,regular
2481095238,tourism,picnic_site,regular
2481095242,highway,crossing,regular
2481095242,crossing,uncontrolled,regular
2481095246,fixme,continue,regular
2481095246,noexit,no,regular
2481095248,amenity,bench,regular
2481095249,leisure,playground,regular
2481095253,fixme,continue,regular
2481095253,noexit,no,regular
2481095254,amenity,drinking_water,regular
2481095256,highway,crossing,regular
2481095256,crossing,uncontrolled,regular
2481095257,fixme,continue,regular
2481095257,noexit,no,regular
2481095258,leisure,playground,regular
2481095261,amenity,drinking_water,regular
2481095262,leisure,playground,regular
2481095263,foot,yes,regular
2481095263,barrier,cycle_barrier,regular
2481095263,bicycle,yes,regular
2481095264,foot,yes,regular
2481095264,barrier,cycle_barrier,regular
2481095264,bicycle,yes,regular
2481095269,amenity,drinking_water,regular
2481095271,leisure,playground,regular
2481095276,amenity,bench,regular
2481095282,fixme,continue,regular
2481095282,noexit,no,regular
2481095289,amenity,shelter,regular
2481095290,amenity,drinking_water,regular
2481095298,leisure,playground,regular
2481095323,highway,crossing,regular
2481095323,crossing,uncontrolled,regular
2481095324,highway,crossing,regular
2481095324,crossing,uncontrolled,regular
2482285943,noexit,yes,regular
2482285948,highway,turning_circle,regular
2482285958,amenity,shelter,regular
2482285960,leisure,playground,regular
2482285961,amenity,bench,regular
2482285987,highway,crossing,regular
2482285987,crossing,uncontrolled,regular
2483367084,amenity,shelter,regular
2483370349,leisure,playground,regular
2484240134,fixme,continue,regular
2484240134,noexit,no,regular
2484240139,highway,crossing,regular
2484240139,crossing,traffic_signals,regular
2484240144,highway,crossing,regular
2484240144,crossing,traffic_signals,regular
2484534572,highway,turning_circle,regular
2484535325,sport,basketball,regular
2484535328,sport,basketball,regular
2484535332,leisure,playground,regular
2484539371,leisure,playground,regular
2484540040,highway,crossing,regular
2484540040,crossing,uncontrolled,regular
2484540041,highway,crossing,regular
2484540041,crossing,uncontrolled,regular
2484556038,highway,crossing,regular
2484556038,crossing,uncontrolled,regular
2484556039,highway,crossing,regular
2484556039,crossing,uncontrolled,regular
2484556041,amenity,shelter,regular
2484715328,amenity,shelter,regular
2484729827,highway,turning_circle,regular
2484729830,highway,turning_circle,regular
2484729832,highway,turning_circle,regular
2484735722,leisure,playground,regular
2484757706,highway,turning_circle,regular
2484948433,barrier,bollard,regular
2484948433,bollard,rising,regular
2485091518,name,Arrivals,regular
2485091518,entrance,main,regular
2485091519,name,Departures,regular
2485091519,entrance,main,regular
2486159657,name,Tandara Medical Group,regular
2486159657,amenity,clinic,regular
2486708516,name,Willo's Fish & Chips,regular
2486708516,phone,+61 8 9354 5880,regular
2486708516,amenity,fast_food,regular
2486708516,cuisine,fish_and_chips,regular
2486708516,takeaway,yes,regular
2486708516,opening_hours,Mo-We 16:30-20:00; Th-Su 16:30-20:30,regular
2486708520,name,Herald Avenue Family Practice,regular
2486708520,phone,+61 8 9259 5559,regular
2486708520,amenity,doctors,regular
2486708520,city,Willetton,addr
2486708520,street,Herald Avenue,addr
2486708520,country,AU,addr
2486708520,postcode,6155,addr
2486708520,website,http://heraldavefamprac.com.au/,contact
2486708520,housenumber,7,addr
2486708524,city,Willetton,addr
2486708524,street,Portcullis Drive,addr
2486708524,country,AU,addr
2486708524,postcode,6155,addr
2486708524,housenumber,101,addr
2486708525,city,Willetton,addr
2486708525,street,Portcullis Drive,addr
2486708525,country,AU,addr
2486708525,postcode,6155,addr
2486708525,housenumber,103,addr
2486708526,city,Willetton,addr
2486708526,street,Portcullis Drive,addr
2486708526,country,AU,addr
2486708526,postcode,6155,addr
2486708526,housenumber,124,addr
2486708527,city,Cannington,addr
2486708527,street,Albany Highway,addr
2486708527,country,AU,addr
2486708527,postcode,6107,addr
2486708527,housenumber,1296,addr
2486708528,city,Willetton,addr
2486708528,street,Rostrata Avenue,addr
2486708528,country,AU,addr
2486708528,postcode,6155,addr
2486708528,housenumber,3,addr
2486708529,city,Willetton,addr
2486708529,street,Portcullis Drive,addr
2486708529,country,AU,addr
2486708529,postcode,6155,addr
2486708529,housenumber,89,addr
2486708530,city,Willetton,addr
2486708530,street,Portcullis Drive,addr
2486708530,country,AU,addr
2486708530,postcode,6155,addr
2486708530,housenumber,91,addr
2486708531,city,Willetton,addr
2486708531,street,Portcullis Drive,addr
2486708531,country,AU,addr
2486708531,postcode,6155,addr
2486708531,housenumber,93A,addr
2486708532,city,Willetton,addr
2486708532,street,Portcullis Drive,addr
2486708532,country,AU,addr
2486708532,postcode,6155,addr
2486708532,housenumber,93B,addr
2486708533,city,Willetton,addr
2486708533,street,Portcullis Drive,addr
2486708533,country,AU,addr
2486708533,postcode,6155,addr
2486708533,housenumber,97,addr
2486708534,city,Willetton,addr
2486708534,street,Portcullis Drive,addr
2486708534,country,AU,addr
2486708534,postcode,6155,addr
2486708534,housenumber,99,addr
2486708535,name,Jaz it up,regular
2486708535,shop,beauty,regular
2486708535,website,http://www.jazitup.com.au/,contact
2486708536,name,Minic Property Group,regular
2486708536,office,company,regular
2486708536,website,http://www.minic.com.au/,contact
2486708537,name,NPP Property Group,regular
2486708537,office,company,regular
2486708538,name,Reflex Signs and Digital Printing,regular
2486708538,shop,copyshop,regular
2486708539,name,Rostrata Dental Centre,regular
2486708539,amenity,dentist,regular
2486708540,name,St John of God Pathology Collection Centre,regular
2486708540,amenity,clinic,regular
2486708541,name,Varga Realty,regular
2486708541,office,estate_agent,regular
2486708545,highway,crossing,regular
2486708545,crossing,island,regular
2486708545,supervised,no,regular
2486708555,highway,crossing,regular
2486708555,crossing,uncontrolled,regular
2486708556,highway,crossing,regular
2486708556,crossing,uncontrolled,regular
2486708558,amenity,waste_basket,regular
2486708560,amenity,waste_basket,regular
2486708564,highway,traffic_signals,regular
2486708565,highway,traffic_signals,regular
2486708571,highway,traffic_signals,regular
2486708572,highway,traffic_signals,regular
2486708584,amenity,drinking_water,regular
2486708585,amenity,bench,regular
2486708587,amenity,waste_basket,regular
2486708588,amenity,bicycle_parking,regular
2486708589,hoops,1,regular
2486708589,sport,basketball,regular
2486708589,leisure,pitch,regular
2486708589,surface,concrete,regular
2486708589,nets,none,hoops
2486708589,basketball,no,lines
2486708613,leisure,playground,regular
2486708615,amenity,drinking_water,regular
2486708635,highway,crossing,regular
2486708635,crossing,uncontrolled,regular
2486708641,highway,crossing,regular
2486708641,crossing,uncontrolled,regular
2486708679,entrance,main,regular
2486708702,highway,crossing,regular
2486708702,crossing,uncontrolled,regular
2486708722,highway,crossing,regular
2486708722,crossing,uncontrolled,regular
2486708757,highway,crossing,regular
2486708757,crossing,uncontrolled,regular
2486708808,highway,crossing,regular
2486708808,crossing,uncontrolled,regular
2486708828,highway,crossing,regular
2486708828,crossing,uncontrolled,regular
2486708847,highway,crossing,regular
2486708847,crossing,uncontrolled,regular
2486708858,highway,crossing,regular
2486708858,crossing,uncontrolled,regular
